Year,Cash (non-retirement),S&P 500 (non-retirement),tax-exempt bonds (non-retirement),S&P 500 (pre-tax),S&P 500 (after-tax)
2025,1000,52170.80091781558,22358.91467906382,10366.613696955237,9114.677512718756
2026,1000,94049.455721466,40306.909594914,11310.367823318387,16518.88300534871
2027,1000,139630.36248725498,59841.58392310928,12359.986252966663,24879.704295809548
2028,1000,183814.75150619607,78777.75064551261,13197.08849623471,34385.326701639526
2029,1000,232813.95040604522,99777.40731687653,14120.651081227741,44155.35255247443
2030,1000,286678.12444206106,122862.05333231189,15201.92309673312,55647.67580116656
2031,1000,343687.018804746,147294.43663060543,16052.219690480695,66764.71691690618
2032,1000,402921.3193336279,172680.56542869765,17243.68826305686,77292.27634233404
2033,1000,475820.4897634924,203923.06704149678,17572.176709839383,92712.56135885847
2034,1000,546048.5626388064,234020.8125594885,18323.871363422233,102417.08323041078
2035,1000,636237.5901083896,272673.25290359557,19226.147180517826,114298.5837856297
2036,79602.14478543389,655553.404786332,271582.5598919812,20531.298520003384,118145.49381226987
2037,158492.03101792117,698701.9632137696,270496.2296524133,22048.768863685884,125394.79457994438
2038,238538.5486358149,739762.190960901,269414.2447338036,23028.792035953335,132985.8028628432
2039,319604.1999005556,770274.1682945912,268336.5877548684,24678.349308540477,141502.7413098755
2040,401069.1859327736,801283.2210206492,267263.2414038489,25840.494182777264,147317.87689400927
2041,482874.68399678136,850955.2063898236,266194.1884382335,28172.837793238203,157459.53863346565
2042,565104.6451007354,894276.0885853926,265129.41168448055,29884.570687293413,168034.0479864916
2043,648756.8660051767,962489.5656503945,264068.89403774263,30705.872058169167,173810.6099159413
2044,733519.3850237532,1025434.9425014437,263012.61846159166,32315.060921841934,180105.9099206207
2045,818681.9668050914,1088822.9099328567,261960.56798774528,34481.8653294421,191474.47534834067
2046,905127.7521696567,1139194.0461641038,260912.7257157943,36415.21726071436,200397.96512758665
2047,992153.8186164473,1183598.6989769444,259869.07481293113,38951.48546169878,215471.6042320544
2048,1080853.2879525635,1266722.1950638748,258829.5985136794,41641.99213405004,227531.68982620223
2049,1171010.7160358452,1327224.0678848245,257794.2801196247,42538.96946951604,242999.2124659553
2050,1262660.4126942775,1374346.9624737713,256763.10299914618,0,301483.31586038327
2051,1334594.7416766183,1427355.5670870587,255736.0505871496,0,315756.01898620324
2052,1407085.0430892976,1523490.143216521,254713.106384801,0,333642.14339712216
2053,1480236.4760183073,1583414.08446052,253694.2539592618,0,354571.91769762454
2054,1554063.4619797966,1695831.6466196284,252679.47694342476,0,376885.26375532296
2055,1628094.9066215483,1742590.6965858247,251668.75903565105,0,393885.87940642535
2056,1702770.9108827987,1836584.4027220225,250662.08399950844,0,414852.13177928166
2057,1776685.926769152,1953158.5782205248,249659.4356635104,0,430404.61362808826
2058,1850218.5241234961,2099762.601522573,248660.79792085636,0,451689.008017145
2059,1923592.079116975,2206811.5714962427,247666.15472917294,0,475734.92886559624
2060,1997474.0139526324,2431198.2270485344,246675.49011025624,0,496327.90722248
2061,2071505.1397278837,2537653.9843053734,245688.78814981523,0,508700.6679924824
2062,2176566.684973004,2796654.742089194,244706.03299721595,0,522134.2147520426
2063,2283159.002501958,3000394.218032583,243727.2088652271,0,540399.1561067917
2064,2390333.4912834875,3276587.585158556,242752.3000297662,0,586972.1741111798
2065,2448930.118486322,3313027.4310904117,241781.29082964713,0,630965.2821530283
2066,2432339.5231717345,3507002.4157362822,240814.16566632854,0,661220.1801380392
2067,2432339.5231717345,3740235.1362140533,239850.90900366323,0,699514.8122711009
2068,2432339.5231717345,3999643.9190265955,238891.50536764858,0,731701.886383582
2069,2432339.5231717345,4202175.209837559,237935.939346178,0,795454.0417392883
2070,2432339.5231717345,4598689.889213072,236984.19558879329,0,868986.2819582169
