Year,Cash (non-retirement),S&P 500 (non-retirement),tax-exempt bonds (non-retirement),S&P 500 (pre-tax),S&P 500 (after-tax)
2025,100,10723.01430121685,1992,10505.280855722722,2136.69946632443
2026,100,9130.11624686844,3912.906962943617,10823.966311824863,2343.2441442508994
2027,100,9412.94377256289,4034.11875966981,11630.188809965279,2460.9839471986625
2028,100,9574.194246958437,4103.226105839331,12252.822821441636,2650.762207554418
2029,1000,52540.160572139655,22517.211673774138,13060.813065781616,9823.225600865759
2030,1000,92662.11730619478,39712.335988369196,14430.965427064255,17707.608384183746
2031,1000,135177.72084397607,57933.308933132605,15071.855816270954,25485.793106330555
2032,1000,184948.4753492402,79263.63229253152,16299.553816233683,33279.37780417489
2033,1000,233091.55930119156,99896.38255765353,17455.762066454765,42501.05309473527
2034,1000,286289.59444735834,122695.5404774393,18249.376371258342,52250.179223398714
2035,1000,347963.2501369084,149127.10720153217,19043.030046774715,61169.50956467856
2036,73999.2878708425,358827.1025321454,153783.043942348,20361.654433085117,65108.749415395396
2037,148066.94701444393,384394.4912262112,153167.91176657862,21660.762013870666,67832.02498044028
2038,222943.5661729554,402041.9927667916,152555.2401195123,23275.885335007195,74523.57065456551
2039,299422.46857859025,433163.3783472526,151945.01915903427,24323.86346168549,79877.3220889477
2040,377274.3664384251,449156.88373339997,151337.23908239813,25694.46912953236,84755.86037007737
2041,455345.65364994295,470556.4107780057,150731.89012606852,26045.762355997296,93274.04831613447
2042,534518.6579572113,507823.46804226463,150128.96256556426,28203.799266554703,101387.03530621435
2043,615205.3455675604,537039.4686512966,149528.446715302,29185.777889365043,107772.62578156599
2044,697080.2880152774,575363.4190826457,148930.3329284408,31079.57927314856,117302.73509427809
2045,780323.5729973705,599652.9969163047,148334.61159672705,32017.42309964143,122151.11820020832
2046,863692.9053159241,641339.5958708281,147741.27315034013,32753.961476042856,130414.00552839514
2047,947815.4327639249,672903.8328531927,147150.30805773876,34871.637151292765,136374.1888020125
2048,1032846.6745844327,725882.5598113119,146561.7068255078,36840.92979419781,144445.3476627486
2049,1118376.0137431172,768533.244908976,145975.45999820577,38763.44808334554,154494.1875632899
2050,1205405.2168363612,826476.668704716,145391.55815821295,0,199152.93564302684
2051,1271625.8394356861,886619.7719710148,144809.9919255801,0,212325.06794157517
2052,1338644.293292998,962684.8307935655,144230.75195787777,0,225346.75612328254
2053,1406294.9936867442,996191.4912359222,143653.82895004627,0,238225.1505141154
2054,1474241.422437467,1054595.039820635,143079.2136342461,0,255076.54001658186
2055,1542481.446589087,1099438.6003914883,142506.89677970912,0,271069.553143258
2056,1610275.8565986124,1181193.9855006959,141936.86919259027,0,283656.6208182418
2057,1677291.643933075,1216912.6628434102,141369.1217158199,0,303666.1162518923
2058,1744632.5697464584,1326535.4893002692,140803.64522895662,0,321722.3259681929
2059,1812373.0711397312,1396937.2324350455,140240.43064804078,0,341507.77301194787
2060,1880241.039728997,1489278.9443382975,139679.46892544863,0,354400.76091101277
2061,1948558.2956716758,1571533.5335344535,139120.75104974685,0,379195.39865233144
2062,2049570.3819050689,1620952.631396392,138564.26804554785,0,400212.25325946085
2063,2150905.774614999,1676134.3293750265,138010.01097336566,0,433620.7706266562
2064,2253587.5626410455,1807667.7459271487,137457.97092947218,0,448613.76926700026
2065,2356559.7918395,1994068.3099428068,136908.1390457543,0,483901.71754972334
2066,2460233.7275196724,2080217.3401129292,136360.50648957127,0,514255.73429704655
2067,2564864.310696941,2211321.1704741702,135815.06446361297,0,548641.9497360378
2068,2670694.8441949286,2314717.4378006794,135271.80420575853,0,564300.0966188826
2069,2777460.0098013915,2375000.422430807,134730.71698893548,0,596046.0607594631
2070,2761503.052594058,2489005.9006857052,134191.79412097973,0,635122.8328760886
