Year,Cash (non-retirement),S&P 500 (non-retirement),tax-exempt bonds (non-retirement),S&P 500 (pre-tax),S&P 500 (after-tax)
2025,69807.17532632248,10696.787511057286,1992,10388.169710639675,2089.382530637723
2026,132309.55778314473,9593.005352430322,4111.288008184424,10724.302583065346,2191.798639235882
2027,1000,141273.512539531,60545.791088370424,11162.382008765071,9303.884887168693
2028,1000,187965.5360083545,80556.65828929479,11805.433435640552,16749.781555848123
2029,1000,233991.40285155905,100282.02979352532,12152.521529635676,24929.57234071881
2030,1000,288314.04180950165,123563.16077550071,13050.97014859004,33367.697268126634
2031,1000,342127.05746612535,146625.88177119658,13593.35280126193,42543.12374053772
2032,1000,397277.2156636836,170261.6638558644,14701.828825550967,52558.3338513858
2033,1000,454215.53517748567,194663.800790351,15493.977660698942,63714.84836256022
2034,1000,519598.74051366135,222685.17450585487,15967.96234931921,71913.40442349567
2035,1000,599892.0533739865,257096.5943031371,17190.391278206178,85451.34368309943
2036,1000,663451.6562078606,284336.4240890831,18150.46600715482,98119.78474529575
2037,1000,802970.2109723614,283199.0783927268,19254.627080835005,109532.10338137108
2038,72414.6392395243,870330.6768098602,282066.28207915585,20371.1046843335,116499.18115098806
2039,144829.28840070067,908402.4126489718,280938.0169508392,22460.32449857738,122580.13300523064
2040,217493.9073221784,995550.5963432309,279814.26488303585,24200.41767561686,131365.55159874266
2041,290939.87259120983,1029502.7643239922,278695.0078235037,25834.450999402117,137480.24812501395
2042,364587.75266652356,1112492.021774432,277580.22779220965,27767.78722410316,143944.03967999443
2043,439245.458706951,1136915.095049589,276469.90688104084,29204.223341026584,152525.92099184144
2044,514240.92003593245,1206151.4026055245,275364.02725351666,30765.430796824858,156461.8001780439
2045,588788.1824681424,1254325.41437171,274262.5711445026,31814.33325794868,163701.99170244666
2046,663465.2103183642,1318673.8169733514,273165.5208599246,33247.46808737,169940.11744781525
2047,737865.5116433583,1448097.3773314124,272072.8587764849,35821.46781078305,176147.11809631943
2048,812792.8753354992,1543169.9578462308,270984.56734137895,38579.47634715053,184302.5666283978
2049,887861.4134313357,1591095.5179136412,269900.6290720134,41173.42223534843,198704.76988146387
2050,962972.9918954208,1752533.208225792,268821.0265557254,0,249551.01459176422
2051,1018243.791787699,1873830.5945204322,267745.74244950246,0,265807.0947684898
2052,1073317.3087799647,1985924.877519255,266674.75947970443,0,284465.18168148806
2053,1127098.9882413126,2113283.8062710743,265608.0604417856,0,297851.4134740911
2054,1178912.431557542,2208103.6733870357,264545.6282000185,0,324627.6080297898
2055,1229975.1684545896,2351654.3766791145,263487.4456872184,0,350584.4233475517
2056,1280191.286662137,2482772.7293489664,262433.4959044695,0,374848.8448217181
2057,1329167.6471031203,2614825.736573327,261383.76192085163,0,396004.9945208872
2058,1377696.4174737898,2669556.0131224724,260338.22687316823,0,423742.87040419184
2059,1425201.3142557514,2808025.406859895,259296.87396567556,0,449559.5505020012
2060,1470668.4345188348,2862979.036931243,258259.68646981285,0,492886.1392833838
2061,1514061.6766016963,2943289.390601848,257226.6477239336,0,526496.8840515546
2062,1588728.6191709286,3108085.5682370714,256197.74113303787,0,558263.4307235141
2063,1662442.301444662,3218413.980850223,255172.95016850572,0,585476.0855708247
2064,1735027.372377353,3419188.0977775827,254152.2583678317,0,600537.3001583763
